table_name,column_name,lngdsc,comtyp,length,null_flg,pk_flg,ident_flg,column_comment
invlod,asset_typ,Handling Unit Type,S,30,True,False,False,Asset Type - Identifies the asset type for this load
invlod,avg_unt_catch_qty,Average Unit Catch Quantity,F,8,True,False,False,Catch Quantity.  Used by the Average Catch Quantity functionality to store an average catch value for a load's units.
invlod,u_version,Version,I,4,True,False,False,The version number
invlod,ins_dt,Inserted Date,D,14,True,False,False,The date the row was inserted
invlod,last_upd_dt,Last Updated Date,D,14,True,False,False,The date the row was last updated
invlod,ins_user_id,Inserted User,S,40,True,False,False,The user id of the person who created the row
invlod,last_upd_user_id,Last Updated User,S,40,True,False,False,The user id of the person who updated the row most recently
invlod,lodtag,Load Tag,S,40,True,False,False,The RFID tag associated to pallet
invlod,lod_tagsts,Load Tag Status,S,40,True,False,False,Pallet RFID Tag Status
invlod,lodhgt,Load Height,F,8,True,False,False,The Load Height.
invlod,bundled_flg,Bundled,I,4,True,False,False,Bundled Flag - Indicate if the load was created by bundling multiple cases for parcel manifesting.
invlod,distro_palopn_flg,Distribution Pallet Open Flag,I,4,True,False,False,Distribution Pallet Open Flag - Indicate whether the shipping pallet is open or not.
invlod,load_attr1_flg,Wrapped,I,4,False,False,False,The first load attribute. A load attribute is a configurable flag field to indicate attributes of a load such as the load being wrapped.
invlod,load_attr2_flg,Load Attribute 2,I,4,False,False,False,The second load attribute. A load attribute is a configurable flag field to indicate attributes of a load such as the load being wrapped.
